domain,direction,sentence_type_fine,source_id,source_doc,source_text,target_text,adequacy_0_2,fluency_0_2,meaning_preserved_yes_no,issues,notes,adequacy_1to5,fluency_1to5,overall_quality,error_tags,comments,cohesion_discourse_optional
legal,en->fj,right,constitution|8(3),constitution - eng.txt,"every citizen, and every other person lawfully in fiji, has the right to move freely throughout fiji and the right to leave fiji.","kevaka e sega ni tokona na peresitedi na lawa vakaturi ena loma ni gauna yalataki me vaka e virikotori ena wasetiki (), na lawa vakaturi sa na vakabau ena gauna e cava kina na gauna yalataki ena wasetiki (). taurivaki ni lawa .—() ena loma ni na siga ni oti na kena tokoni e dua na lawa vakaturi, na vunilawa me tabaka na lawa vakaturi ena itukutuku tabaki vakamatanitu me lawa ni palimedi.",,,,,,4,4,4.0,,Acceptable but could be smoother.,
legal,en->fj,right,constitution|70(7)(i)(iii),constitution - eng.txt,ceases to have the right to be registered as a voter in an election to parliament; (iv) is absent from consecutive meetings of parliament; or,vakuwai vua na dodonu ni volayaca ena veidigidigi; (iv) e sega ni tiko ena rua na bose veitaravi ni palimedi; se,,,,,,4,5,4.5,,Fluent and clear.,
legal,en->fj,right,constitution|61(3)(c),constitution - eng.txt,ceases to have the right to be a registered voter in an election to parliament;,e sega vua na dodonu me volayaca me vakaitavi ena veidigidigi;,,,,,,4,5,4.5,other,Accurate and natural.,
legal,en->fj,right,constitution|8(12)(a),constitution - eng.txt,"every person has the right to executive or administrative action that is lawful, rational, proportionate, procedurally fair, and reasonably prompt;","na tamata taucoko e tu vei ira na dodonu mera qaravi vinaka vakalawa, me qaravi vakadodonu, vakatautauvata, ka me vakamuri vakavinaka na kena ivakarau, kei na kena lewai ena gauna totolo na vakatulewa mai vei ira na vakailesilesi ni matanitu kei na nodra vakatulewa na veiqaravi raraba vakalawa;",,,,,,4,2,3.0,grammar;word_order,Meaning mostly preserved; improve word choice.,
legal,en->fj,right,constitution|31,constitution - eng.txt,right to education,dodonu ni vuli,,,,,,3,4,3.5,lexical;idiomatic,Mostly correct but slightly awkward.,
legal,en->fj,right,constitution|38,constitution - eng.txt,right to health,dodonu ni tikobulabula,,,,,,5,3,4.0,grammar,Understandable with minor grammatical issues.,
legal,en->fj,right,constitution|8(2),constitution - eng.txt,"every citizen has the right to apply for and be issued a passport or similar travel document, in accordance with any condition prescribed by written law.","na tamata yadua e bulia tiko e dua na lawasau, se tabaka e dua na ivola e tiko kina na kaukauwa vakalawa e dodonu me solia e dua na gauna mera vakaitavi na lewenivanua ena kena buli kei na raicilesu na tikinilawa ni se bera ni tabaki. kaukauwa ni palimedi me baleta na veidinadinati kei na veimatanitu",,,,,,3,5,4.0,other,Mostly correct but slightly awkward.,Flows reasonably.
legal,en->fj,right,constitution|8(3)(i),constitution - eng.txt,"the right to be free from hate speech, whether directed against individuals or groups; and",na kena yalani ena vakatabakidua ena kena gadrevi ena gauna ni tikoleqa vakamatanitu; kei na,,,,,,4,3,3.5,grammar,Meaning mostly preserved; improve word choice.,
legal,en->fj,right,constitution|35,constitution - eng.txt,right to housing and sanitation,dodonu ni veivakavaletaki kei na tikosavasava,,,,,,3,4,3.5,lexical,Acceptable but could be smoother.,
legal,en->fj,right,constitution|65(3)(i),constitution - eng.txt,a person who had the right to vote in the election concerned;,e dua e tu na nona dodonu ni digidigi ena veidigidigi;,,,,,,4,4,4.0,,Understandable with minor grammatical issues.,
legal,en->fj,right,constitution|26,constitution - eng.txt,right to equality and freedom from discrimination,dodonu ni tamata me qaravi vakatautauvata ena mata ni lawa kei na galala mai na veivakaduiduitaki,,,,,,4,4,4.0,,Mostly correct but slightly awkward.,
legal,fj->en,definition,constitution|1(3),constitution - itaukei.txt,"e dua na lawa e yalana na dodonu kei na galala e vakamacalataki ena wase qo, e sega ni kena ibalebale ni sega na kena kaukauwa ni sa veicalati kei na iyalayala e dusimaka na wase qo, kevaka e rawa ni vakaukauwataki na yalani ni kena vakamacalataki, me kua kina ni sivia na iyalayala e dusimaka na wase qo. ena tikina oya, e dodonu me vakaukauwataki na yalani ni kena ivakamacala.","a law that limits a right or freedom set out in this chapter is not invalid solely because the law exceeds the limits imposed by this chapter if the law is reasonably capable of a more restricted interpretation that does not exceed those limits, and in that case, the law must be construed in accordance with the more restricted interpretation.",,,,,,4,4,4.0,,Meaning mostly preserved; improve word choice.,Good flow.
legal,fj->en,definition,constitution|146(2),constitution - itaukei.txt,"ena tikina qo— “dinau lavaki” kena ibalebale na, tubu, na sausaumi ena tobu e tauyavutaka na matanitu ena inaki ni vakalailaitaki ni saumi ni dinau se na kena saumi na dinau e se bera ni saumi kei na kena voli na iyau maroroi vua na matanitu, na levu ni ilavo dinautaki me saumi lesu kei na so tale na ilavo e vakayagataki ena vakatuburi ni ilavo kerei ena kena maroroi na ilavo ni matanitu se ena tobu ni umailavo cokovata ni matanitu; “veiqaravi e ganita” kena ibalebale na veiqaravi raraba ena valenivolavola ni lewenivanua, sega ni okati kina na veiqaravi ena mataivalu e wai, mataivalu e vanua kei na mataivalu e macawa; kei na “idole ni peniseni” kena ibalebale na ilavo ni vakacegu, ivakayaga, ilavo saumi taumada se so tale na sausaumi e soli vua e dua ena nona veiqaravi se vei ira na watidra, luvedra, se dua ga e matataki koya mai. ----------------------- page ----------------------- ivakarau ni cakacaka","in this section— “debt charges” means interest, sinking fund charges, amounts due in respect of repayment or amortisation of debt, and other expenditure incurred in connection with the raising of loans on the security of the revenue of the state or the consolidated fund; “eligible service” means service in a public office but does not include service in a naval, military or air force; and “pension benefits” means pensions, compensation, gratuities or other like payments payable to persons in respect of their eligible service or to their spouses, dependents, or personal representatives in respect of that service. ----------------------- page ----------------------- code of conduct",,,,,,3,4,3.5,,Understandable with minor grammatical issues.,
legal,fj->en,definition,constitution|157(14)(a),constitution - itaukei.txt,"kevaka e dua na vosa se ivakamacala e vakaibalebale ena yavunivakavulewa qo, me wiliki ka raici na kena ibalebale ena iyatuvosa; kei na","if a word or expression is defined in this constitution, any grammatical variation or cognate expression of the word or expression has a corresponding meaning, read with the changes required by the context; and",,,,,,4,4,4.0,,Meaning mostly preserved; improve word choice.,
legal,fj->en,definition,constitution|52,constitution - itaukei.txt,"na lewenipalimedi mera digitaki ena veidigidigi vuni ka vakayacori ena savasava ka vakamatau ka solia vua na veimatavakaturi kei na veimatapolitiki mera cakacaka ena galala, kei na kena vakau na itukutuku me vakayacori ena galala, kei na mataveilewai me soli vua na galala ni vakatulewa ka qarava na cakacaka ni veidigidigi na matabose ni veidigidigi, me vaka e virikotori ena yavunivakavulewa qo se dua na lawa tabaki e kovuta na kena ivakarau ni kena vakayacori na veidigidigi. iwalewale ni veidigidigi veiraurau .—() na lewenipalimedi era na digitaki ena iwiliwili ni mata dola raraba. ena iwalewale ni veidigidigi qo, na levu na dabedabe e winitaka e dua na matapolitiki se ilawalawa ni matavakaturi, ena veiraurau kei na levu ni digidigi e rawata na matapolitiki se ilawalawa ni matavakaturi. ena iwalewale ni veidigidigi qo na tamata taucoko e veidigidigi me dua na nona idigidigi, qo e kena ibalebale ni digidigi ni lewenivanua yadua e wiliki vakatautauvata ka na tu tale ga e dua na ivola ni veidigidigi vakamatanitu e tabaki kina o ira na lewenivanua taucoko era volayaca ni veidigidigi.","the members of parliament shall be chosen by secret ballot in free and fair elections administered by the electoral commission, in accordance with this constitution and any written law governing elections. proportional representation system .—() the election of members of parliament is by a multi-member open list system of proportional representation, under which each voter has one vote, with each vote being of equal value, in a single national electoral roll comprising all the registered voters. ----------------------- page -----------------------",,,,,,3,3,3.0,grammar,Meaning mostly preserved; improve word choice.,Flows reasonably.
legal,fj->en,definition,constitution|157(14)(b),constitution - itaukei.txt,vosa na “okati” e vakaibalebale ena “okati ia e sega ni yalani na kena ibalebale”. ----------------------- page -----------------------,"the word “includes” means “includes, but is not limited to”.",,,,,,4,4,4.0,,Meaning mostly preserved; improve word choice.,
legal,fj->en,definition,constitution|157(10),constitution - itaukei.txt,"ena yavunivakavulewa qo, ena kena vakamacalataki e dua na tamata, se matabose, se tabacakacaka e sega ni vakarorogo se vakarurugi vua e dua se dua na matabose se tabacakacaka ena nona qaravi itavi se vakayagataka na nona kaukauwa, e sega ni kena ibalebale me tarova na kaukauwa ni mataveilewai me vaqaqa na tamata, se matabose, se tabacakacaka kevaka e sa vakayacora se vakayagataka na nona kaukauwa me vaka e virikotori ena yavunivakavulewa qo se kevaka na tamata ya, matabose se tabacakacaka e dodonu se sega ni dodonu me vakayacora se vakayagataka na nona kaukauwa.",a provision of this constitution to the effect that a person or authority is not subject to the direction or control of any other person or authority in the performance of functions or the exercise of powers is not to be construed as precluding a court of law from exercising jurisdiction in relation to a question whether the first mentioned person or authority has performed the functions or exercised the powers in accordance with this constitution or whether that person or authority should or should not perform the functions or exercise the powers.,,,,,,3,5,4.0,lexical,Acceptable but could be smoother.,
legal,fj->en,legal_clause,constitution|65(3),constitution - itaukei.txt,"o koya e veiliutaki ena sega ni oka ena cakacakataki ni iwiliwili ni lewenibose ena inaki ni veidigidigi, se na vakadeitaki ni iwiliwili vakabau era tiko. veikomiti","the person presiding must not be counted when considering the number of members for the purpose of voting, or determining if a quorum is present. committees",,,,,,4,3,3.5,grammar,Meaning mostly preserved; improve word choice.,Flows reasonably.
legal,fj->en,legal_clause,constitution|92,constitution - itaukei.txt,valenivolavola ni paraiminisita,office of the prime minister,,,,,,3,4,3.5,,Acceptable but could be smoother.,
legal,fj->en,legal_clause,constitution|25,constitution - itaukei.txt,vakayagataki ni itukutuku,access to information,,,,,,5,2,3.5,grammar;word_order,Meaning mostly preserved; improve word choice.,
legal,fj->en,legal_clause,constitution|28,constitution - itaukei.txt,"dodonu ni taukeni kei na taqomaki ni qele ni itaukei, rotuma kei na rabi","rights of ownership and protection of itaukei, rotuman and banaban lands",,,,,,3,2,2.5,lexical;grammar;word_order;cultural,Key information missing or mistranslated.,
legal,fj->en,legal_clause,constitution|143(2)(a),constitution - itaukei.txt,balavu ni gauna e vauci kina na dinau kei na kena tubu;,the extent of the total indebtedness by way of principal and accumulated interest;,,,,,,3,3,3.0,lexical;grammar,Understandable with minor grammatical issues.,
legal,fj->en,legal_clause,constitution|70(2)(i),constitution - itaukei.txt,digitaki ni lewenipalimedi; kei na,elections of members of parliament; and,,,,,,5,4,4.5,,Accurate and natural.,
legal,fj->en,legal_clause,constitution|124,constitution - itaukei.txt,"e dua na tamata, se matabose, se tabacakacaka e digitaka e dua na vakailesilesi ni valenivolavola ni lewenivanua (sega ni okati na valenivolavola e virokotori ena wase ) me kua ni digitaka e dua e sega ni lewenivanua e viti, vakavo kevaka sa vakadonuya na paraiminisita. ----------------------- page ----------------------- matabose ni cakacaka vakamatanitu .—() na matabose ni cakacaka vakamatanitu e tauyavutaki ena dikiri ni veiqaravi vakamatanitu , me na tomani tiko ga.",a person or authority exercising power to appoint a person to a public office (other than an office for which chapter makes provision) must not appoint a person who is not a citizen except with the approval of the prime minister. public service commission .—() the public service commission established under the state services decree continues in existence. ----------------------- page -----------------------,,,,,,2,5,3.5,omission;lexical,Mostly correct but slightly awkward.,
legal,fj->en,legal_clause,constitution|146(p),constitution - itaukei.txt,lewe ni matabose ni veivosoti e vakamacalataki ena tikina ()(b);,the members of the mercy commission referred to in section ()(b);,,,,,,5,3,4.0,,Meaning mostly preserved; improve word choice.,
legal,fj->en,legal_clause,constitution|109(4)(c),constitution - itaukei.txt,rawa vua na matabose me vakasamataka tale ga na nodra rai na vakaleqai ena kisi qo.,may consider the views of the victims of the offence.,,,,,,5,5,5.0,,Meaning preserved; reads well.,
legal,fj->en,legal_clause,constitution|157(12),constitution - itaukei.txt,"me kua kina na lomatarotaro, na vakayagataki ni “e dodonu” ena","for the avoidance of doubt, use of the word “must” in this constitution imports obligation to the same extent as if the word “shall” were used.",,,,,,4,3,3.5,,Meaning mostly preserved; improve word choice.,
legal,fj->en,legal_clause,constitution|70(2),constitution - itaukei.txt,na peresitedi ena digitaka na vunivola levu ni palimedi ena ivakasala ni matabose ni valenivolavola ni yavunivakavulewa.,the secretary-general to parliament shall be appointed by the president on the advice of the constitutional offices commission.,,,,,,4,5,4.5,,Meaning preserved; reads well.,
legal,fj->en,legal_clause,constitution|148,constitution - itaukei.txt,vakadonui ni kena vakayagataki na umailavo cokovata ni matanitu ena so tale na inaki,standing appropriation of consolidated fund for other purposes,,,,,,4,5,4.5,,Good translation with only minor edits needed.,
legal,fj->en,legal_clause,constitution|102(3)(e),constitution - itaukei.txt,"e dua e sega ni daunilawa, ka digitaka na peresitedi ena ivakasala ni navosavakadua me salamuria na nodrau veitalanoa kei na vunilawa.","a person, not being a legal practitioner, appointed by the president on the advice of the chief justice following consultation by the chief justice with the attorney-general.",,,,,,2,5,3.5,omission;lexical,Acceptable but could be smoother.,
legal,fj->en,legal_clause,constitution|123(d),constitution - itaukei.txt,vakayagataki vakamatau ni iyau ni matanitu;,"efficient, effective and economic use of public resources;",,,,,,2,3,2.5,omission;lexical,Key information missing or mistranslated.,
legal,fj->en,legal_clause,constitution|52(2),constitution - itaukei.txt,na ivakaro tabaki ni veidigidigi me na soli ena loma ni na siga ni bera ni cava se mai na gauna e sa vakarota kina na peresitedi me boko na palimedi.,the writ for a general election must be issued within days from the expiry of parliament or from the proclamation of its dissolution by the president.,,,,,,4,1,2.5,grammar;word_order,Major errors; needs revision.,Some cohesion issues.
legal,fj->en,legal_clause,constitution|134(h),constitution - itaukei.txt,o ira na lewena na matabose ni dodonu ni tamata kei na valuti ni veivakaduiduitaki;,the members of the human rights and anti-discrimination commission;,,,,,,5,4,4.5,,Accurate and natural.,
legal,fj->en,legal_clause,constitution|134(6)(g),constitution - itaukei.txt,matabose ni veiqaravi vakadodonu kei na veiqaravi savasava;,accountability and transparency commission;,,,,,,4,4,4.0,,Meaning mostly preserved; improve word choice.,
legal,fj->en,legal_clause,constitution|8(2)(h),constitution - itaukei.txt,"na tiko ena gauna ni veilewai, vakavo—","to be present when being tried, unless—",,,,,,1,1,1.0,omission;lexical;grammar;word_order,Unnatural and difficult to understand.,
legal,fj->en,legal_clause,constitution|8(5)(d),constitution - itaukei.txt,"tabaki vakalawa na isoqosoqo ni tamata cakacaka, kei na isoqosoqo ni tamata dau veivakacakacakataki;","for the purposes of regulating trade unions, or any federation, congress, council or affiliation of trade unions, or any federation, congress, council or affiliation of employers;",,,,,,5,5,5.0,,Meaning preserved; reads well.,
legal,fj->en,legal_clause,constitution|119,constitution - itaukei.txt,matabose ni veivosoti,mercy commission,,,,,,5,3,4.0,grammar,Understandable with minor grammatical issues.,
legal,fj->en,right,constitution|150(3),constitution - itaukei.txt,"kevaka e vakaraitaki na tikoleqa vakamatanitu ni sega ni dabe na palimedi, na sipika e dodonu me na kerea na nodra veivakadeitaki na lewenipalimedi ena veimataqali gaunisala ni veitaratara e rawa ena loma ni na aua mai na gauna sa vakaraitaki kina na tikoleqa vakamatanitu.","if the declaration of a state of emergency is made when parliament is not sitting, the speaker must, within hours upon the making of the declaration, seek confirmation of the declaration from the members of parliament through such measures of communication as necessary.",,,,,,3,4,3.5,lexical,Mostly correct but slightly awkward.,Flows reasonably.
legal,fj->en,right,constitution|70(8)(b),constitution - itaukei.txt,"ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri me baleta na veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka;","the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit; ----------------------- page -----------------------",,,,,,4,3,3.5,grammar,Acceptable but could be smoother.,Some cohesion issues.
legal,fj->en,right,constitution|109(11)(b),constitution - itaukei.txt,"ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri me baleta na veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka; ----------------------- page -----------------------","the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit;",,,,,,3,4,3.5,lexical,Mostly correct but slightly awkward.,
legal,fj->en,right,constitution|102(2)(b),constitution - itaukei.txt,"ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri me baleta na veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka;","the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit;",,,,,,3,4,3.5,lexical;register,Understandable with minor grammatical issues.,Good flow.
legal,fj->en,right,constitution|109(12)(b),constitution - itaukei.txt,"na ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri me baleta na veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka;","the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit;",,,,,,4,4,4.0,,Understandable with minor grammatical issues.,
legal,fj->en,right,constitution|109(15)(d),constitution - itaukei.txt,"levu taucoko ni vakailesilesi vakadeitaki se levu ni vakailesilesi e digitaki, e dodonu me veiraurau kei na ivotavota vakailavo e vakadonuya na palimedi.","the total establishment or the total number of staff that are required to be appointed, in accordance with the budget as approved by parliament.",,,,,,4,4,4.0,,Mostly correct but slightly awkward.,
legal,fj->en,right,constitution|109(11)(d),constitution - itaukei.txt,"levu ni vakailesilesi vakadeitaki se levu ni vakailesilesi e digitaki, e dodonu me veiraurau kei na ivotavota vakailavo e vakadonuya na palimedi.","the total establishment or the total number of staff that are required to be appointed, in accordance with the budget as approved by parliament.",,,,,,4,3,3.5,idiomatic,Meaning mostly preserved; improve word choice.,
legal,fj->en,right,constitution|65(8),constitution - itaukei.txt,na mataveilewai ni kudru ni veidigidigi e dodonu me na vakatulewataka na kudru se na veilewai kece e kau cake mai ena loma ni na siga mai na siga e ciqoma kina na kudru se na veilewai qo.,the court of disputed returns must make a determination on any petition or proceeding within days of the date when the petition or proceeding is brought before it.,,,,,,4,2,3.0,grammar;word_order;register,Acceptable but could be smoother.,
legal,fj->en,right,constitution|61(3)(c),constitution - itaukei.txt,e sega vua na dodonu me volayaca me vakaitavi ena veidigidigi;,ceases to have the right to be a registered voter in an election to parliament;,,,,,,5,3,4.0,other,Understandable with minor grammatical issues.,
legal,fj->en,right,constitution|102(2)(c),constitution - itaukei.txt,"na isau, idole, kei na oco me saumi e dodonu me veiganiti kei na ivotavota vakailavo e vakadonuya na palimedi; kei na","the salaries, benefits and allowances payable, in accordance with its budget as approved by parliament; and",,,,,,5,4,4.5,,Meaning preserved; reads well.,
legal,fj->en,right,constitution|1(4),constitution - itaukei.txt,"ena gauna e vakatulewataki kina e dua na lawa raraba, na mataveilewai e dodonu me vakayagataka se, kevaka e gadrevi, me bulia na lawa raraba ena ivakarau e doka na dodonu kei na galala me vaka e virikotori ena wase qo.","when deciding any matter according to common law, a court must apply and, where necessary, develop common law in a manner that respects the rights and freedoms recognised in this chapter.",,,,,,5,4,4.5,,Accurate and natural.,Flows reasonably.
legal,fj->en,right,constitution|164(4),constitution - itaukei.txt,"me kua na lomatarotaro, o ira na lewena na matabose ni valenivolavola ni ni sa oti na isevu ni dabe ni imatai ni palimedi ena yavunivakavulewa qo, kei na matabose ni valenivolavola ni yavunivakavulewa e sega ni dodonu mera bose me yacova ni sa vakayacori oti na isevu ni dabe ni imatai ni palimedi ena yavunivakavulewa qo.","for the avoidance of doubt, the members of the constitutional offices commission referred to in section ()(d) and (e) shall only be appointed after the first sitting of the first parliament elected under this constitution, and the constitution offices commission shall not hold any meeting until after the first sitting of the first parliament elected under this constitution.",,,,,,3,4,3.5,lexical;idiomatic,Acceptable but could be smoother.,
legal,fj->en,right,constitution|82,constitution - itaukei.txt,"ena nona vakatulewa cecere, na peresitedi ena vakatulewa ga ena ivakasala ni boseyaco se minisita se dua tale na tabana vakacakacaka se matabose e virikotori ena ivakatagedegede me digitaki kina na peresitedi .—() o ira era tawana na itutu ni peresitedi e dodonu me—","in the exercise of his or her powers and executive authority, the president acts only on the advice of cabinet or a minister or of some other body or authority prescribed by this constitution for a particular purpose as the body or authority on whose advice the president acts in that case. qualification for appointment .—() a person shall not be qualified to be nominated for the office of the president unless he or she—",,,,,,5,2,3.5,grammar;word_order,Acceptable but could be smoother.,Flows reasonably.
legal,fj->en,right,constitution|65(6),constitution - itaukei.txt,"vakavo ke yalani ena tikina qo, na dabe ni palimedi ena vakayacori ga ena gauna kei na vanua e sa lewa na palimedi ena lewa kei na ivakaro e dodonu me salamuria. iwiliwili vakabau .—() ena sega ni rawa ni tekivu se tomani e dua na dabe ni palimedi, vakavo ke sa tiko e dua na ikatolu ni lewenibose.","subject to this section, the sittings of parliament are held at such times and places as parliament determines in accordance with its rules and orders. quorum .—() a sitting of parliament may not begin, or continue, unless at least one- third of the members of parliament are present.",,,,,,5,3,4.0,grammar,Acceptable but could be smoother.,Flows reasonably.
legal,fj->en,right,constitution|8(2),constitution - itaukei.txt,"na tamata yadua e bulia tiko e dua na lawasau, se tabaka e dua na ivola e tiko kina na kaukauwa vakalawa e dodonu me solia e dua na gauna mera vakaitavi na lewenivanua ena kena buli kei na raicilesu na tikinilawa ni se bera ni tabaki. kaukauwa ni palimedi me baleta na veidinadinati kei na veimatanitu","every citizen has the right to apply for and be issued a passport or similar travel document, in accordance with any condition prescribed by written law.",,,,,,2,3,2.5,omission;lexical;register,Major errors; needs revision.,Choppy in places.
legal,fj->en,right,constitution|150(14),constitution - itaukei.txt,"na minista ni ilavo e dodonu me biuta e dua na ripote i na palimedi ena loma ni na siga ni ciqomi oti na ripote, ia kevaka e sega ni dabe tiko na palimedi, me qai biu na ripote ena imatai ni siga ni sa oti kina e na siga mai na siga e ciqoma kina na ripote. ----------------------- page ----------------------- baqe ni maroroi ilavo e viti .—() na baqe ni maroroi ilavo e viti e baqe levu ni matanitu ka nona itavi me—","within days of receipt, or if parliament is not sitting, on the first day after the end of that period, the minister responsible for finance must lay the report before parliament. ----------------------- page ----------------------- reserve bank of fiji .—() the reserve bank of fiji is the central bank of the state, whose primary objects are—",,,,,,2,5,3.5,omission;lexical,Understandable with minor grammatical issues.,
legal,fj->en,right,constitution|8(5),constitution - itaukei.txt,"vakavo ke vakarautaki ena yavunivakavulewa qo, na tamata yadua e tu vua na dodonu me vakaraitaka nona kudru i na matabose, me vakaraitaka kina na nona dodonu kei na galala e yavutaki ena wase qo, e sega ni vakamuri se vakacacani. ----------------------- page -----------------------",every person who is not a citizen but is lawfully in fiji has the right not to be expelled from fiji except pursuant to an order of a court or a decision of the minister responsible for immigration on a ground prescribed by law.,,,,,,3,4,3.5,lexical,Meaning mostly preserved; improve word choice.,
legal,fj->en,right,constitution|109(11)(c),constitution - itaukei.txt,"na isau, idole, kei na oco me saumi e dodonu me veiganiti kei na ivotavota ni ilavo e vakadonuya na palimedi; kei na","the salaries, benefits and allowances payable, in accordance with its budget as approved by parliament; and",,,,,,3,4,3.5,,Acceptable but could be smoother.,
legal,fj->en,right,constitution|150(12),constitution - itaukei.txt,"ke sa vakarautaki ena lawa tabaki ena wasetiki (), e dodonu me vaqaqacotaka na daunifika levu na raicilesu ni vakadidike e sa vakayacori oti ka ripotetaka na kena macala.","if the written law under subsection () so provides, it must also empower the auditor-general to review those audits and report the results of a review.",,,,,,3,5,4.0,lexical,Mostly correct but slightly awkward.,
legal,fj->en,right,constitution|8(12)(a),constitution - itaukei.txt,"na tamata taucoko e tu vei ira na dodonu mera qaravi vinaka vakalawa, me qaravi vakadodonu, vakatautauvata, ka me vakamuri vakavinaka na kena ivakarau, kei na kena lewai ena gauna totolo na vakatulewa mai vei ira na vakailesilesi ni matanitu kei na nodra vakatulewa na veiqaravi raraba vakalawa;","every person has the right to executive or administrative action that is lawful, rational, proportionate, procedurally fair, and reasonably prompt;",,,,,,2,5,3.5,omission;lexical,Mostly correct but slightly awkward.,
medical,en->fj,information,medical|medical_misc|e28709ac7521,ocr_txt_bundle::medical_misc,Stay home if you feel unwell.,Tiko ga e vale kevaka o sega ni bula vinaka.,,,,,,4,4,4.0,,Meaning mostly preserved; improve word choice.,
medical,en->fj,information,medical|medical_misc|18682bda73ad,ocr_txt_bundle::medical_misc,Abnormal proteins build up in the brain in Alzheimer's disease.,E tubucake na protein vakatubu mate ena mona ena mate na Alzheimers.,,,,,,3,4,3.5,,Mostly correct but slightly awkward.,
medical,en->fj,information,medical|medical_misc|68d08fbca750,ocr_txt_bundle::medical_misc,Resources are available online.,E tu ena initaneti na itukutuku kei na veitokoni.,,,,,,4,5,4.5,,Good translation with only minor edits needed.,
medical,en->fj,information,medical|medical_misc|00298bd9cc4f,ocr_txt_bundle::medical_misc,Difficulty performing familiar tasks.,Na dredre ni cakava na itavi e kilai tu vakawasoma.,,,,,,5,4,4.5,named_entity,Fluent and clear.,
medical,en->fj,information,medical|medical_misc|dc919b36250d,ocr_txt_bundle::medical_misc,Drink plenty of fluids.,Gunuva na wai me levu ena veisiga.,,,,,,3,4,3.5,lexical;named_entity,Understandable with minor grammatical issues.,
medical,en->fj,information,medical|dementia_support|d20c052bcb5d,ocr_txt_bundle::dementia_support,Finding out early that you have dementia means you can get help sooner.,Na nomu kila taumada ni tauvi iko na dementia e kena ibalebale ni rawa ni vukei iko vakatotolo na kenadau.,,,,,,2,3,2.5,omission;lexical;grammar,Key information missing or mistranslated.,
medical,en->fj,information,medical|screening_clinic|23ef6384338a,ocr_txt_bundle::screening_clinic,Anyone over 50 or with chronic illness should visit a screening clinic.,O ira na sivia na 50 na yabaki se tauvi mate vakadua me ra gole ki na screening clinic.,,,,,,5,4,4.5,,Good translation with only minor edits needed.,Flows reasonably.
medical,en->fj,information,medical|covid_general|51b9b001494d,ocr_txt_bundle::covid_general,Testing helps identify and treat people at risk of severe COVID-19.,Na veivakatovotovo e vukea na kena kilai ka qaravi o ira era beci vakalevu ni rawa ni tauvi COVID-19 bibi.,,,,,,4,4,4.0,named_entity,Mostly correct but slightly awkward.,Flows reasonably.
medical,en->fj,information,medical|medical_misc|ac760e4b9607,ocr_txt_bundle::medical_misc,Language difficulties may occur.,E rawa ni laurai na leqa ena vosa.,,,,,,3,4,3.5,lexical,Acceptable but could be smoother.,
medical,en->fj,information,medical|medical_misc|9cca822f2710,ocr_txt_bundle::medical_misc,Problems with language.,Na leqa ena vosa.,,,,,,5,4,4.5,named_entity;cultural,Fluent and clear.,
medical,en->fj,information,medical|screening_clinic|f85c886173ca,ocr_txt_bundle::screening_clinic,Screening clinics focus on high-risk groups.,Na screening clinic e vakatabakidua vei ira era tiko ena iwasewase ni rerevaki vakalevu.,,,,,,4,4,4.0,,Mostly correct but slightly awkward.,
medical,en->fj,information,medical|dementia_support|baad75a7ad2f,ocr_txt_bundle::dementia_support,Alzheimer's disease is the most common type of dementia.,Na mate na Alzheimers e mataqali dementia e dau kunei vakalevu.,,,,,,4,4,4.0,,Acceptable but could be smoother.,
medical,en->fj,information,medical|medical_misc|568634bf001e,ocr_txt_bundle::medical_misc,These resources can answer many questions you may have.,Na itukutuku oqori e rawa ni sauma e vuqa na taro e tiko vei iko.,,,,,,3,5,4.0,,Understandable with minor grammatical issues.,
medical,en->fj,information,medical|medical_misc|932e1a5252dc,ocr_txt_bundle::medical_misc,Poor judgment or decision-making.,Na lutusobu ni vakatulewa se vakasama cala.,,,,,,2,3,2.5,omission;lexical,Major errors; needs revision.,
medical,en->fj,information,medical|covid_general|8dc57042917b,ocr_txt_bundle::covid_general,People over 60 years of age are at higher risk of severe COVID-19.,O ira na sivia na 60 na yabaki e ra beci vakalevu ena COVID-19 bibi.,,,,,,3,3,3.0,grammar;register,Mostly correct but slightly awkward.,
